student_id,name,branch,cgpa,avg_test_score,technical_score,aptitude_score,num_projects,num_internships,skills,placed,company,salary
S00984,Rahul,CSE,8.06,70.88,79.17,59.32,3,3,"Express, Java",1,Amazon,3456029
S00985,Aarav,ECE,7.7,68.78,66.89,82.66,3,0,"Embedded, Python, C, Verilog",1,Accenture,997520
S00986,Aditi,IT,7.65,57.79,62.72,79.84,3,0,"CSS, Python, Express, JavaScript",0,,0
S00987,Nikhil,ECE,7.14,59.31,83.91,72.86,1,1,"Embedded, C++",1,TCS,579966
S00988,Aisha,IT,7.86,56.22,74.79,75.62,2,1,"React, Node, JavaScript",1,Accenture,1178480
S00989,Rishabh,CSE,9.32,75.54,64.39,83.98,1,1,"SQL, CSS, Node",1,Infosys,409449
S00990,Amit,MECH,6.21,68.84,82.13,62.87,1,2,"AutoCAD, Python",1,Tech Mahindra,390005
S00991,Rishabh,ECE,7.44,69.48,67.57,77.94,2,0,"VLSI, Verilog",0,,0
S00992,Priya,ECE,6.44,52.95,74.48,90.93,3,1,"MATLAB, C",1,HCL,305658
S00993,Rahul,CSE,8.24,69.66,67.06,77.69,4,0,"React, Java",1,Accenture,1131233
S00994,Aisha,IT,7.49,76.34,71.64,67.33,4,1,"Java, JavaScript",1,Accenture,866656
S00995,Aarav,IT,7.8,51.58,63.81,97.82,2,1,"Python, Express",0,,0
S00996,Vihaan,CSE,8.8,64.65,87.16,72.77,0,3,"Python, CSS, C++",1,Microsoft,3043538
S00997,Aisha,CIVIL,6.71,54.3,57.84,86.78,2,1,"Surveying, STAAD",0,,0
S00998,Ananya,CSE,7.69,65.8,70.22,64.94,2,3,"ML, C++",1,Deloitte,1337159
S00999,Neha,CIVIL,6.65,60.99,57.3,82.81,2,0,"AutoCAD, Revit, Surveying, STAAD",0,,0
S01000,Nikhil,IT,8.89,73.81,84.47,63.44,3,2,"JavaScript, Node",1,Adobe,2195248
S01001,Aisha,CSE,8.55,71.69,81.7,73.88,0,2,"HTML, DL, Express, Node",1,Accenture,711937
S01002,Nikhil,IT,6.71,82.92,74.59,62.72,2,2,"Node, Express",1,TCS,442040
S01003,Neha,MECH,7.88,69.46,52.42,92.81,3,1,"SolidWorks, MATLAB",0,,0
S01004,Shreya,ECE,7.91,73.38,93.23,67.35,2,1,"Verilog, VLSI, Python",1,Adobe,2822506
S01005,Priya,MECH,7.95,64.42,79.14,56.7,3,1,"MATLAB, AutoCAD, Python, SolidWorks",0,,0
S01006,Pooja,ECE,7.57,58.97,79.68,71.14,1,3,"Verilog, C++",1,Accenture,744478
S01007,Vikram,ECE,6.83,78.35,77.96,76.45,1,0,"C, VLSI, Embedded",0,,0
S01008,Sameer,MECH,7.62,82.43,67.9,69.68,2,0,"Python, AutoCAD, MATLAB, SolidWorks",0,,0
S01009,Ananya,CSE,8.85,77.06,72.61,60.24,1,1,"ML, React, Java, DL",1,Accenture,1328518
S01010,Shreya,IT,7.45,71.31,75.95,82.45,2,0,"HTML, Node, SQL",0,,0
S01011,Sameer,CSE,6.98,60.26,80.27,85.11,1,1,"Express, DL, C++, SQL",1,HCL,607872
S01012,Ananya,CIVIL,5.62,81.42,70.47,50.22,2,1,"AutoCAD, STAAD",0,,0
S01013,Rishabh,CIVIL,7.04,75.8,54.79,59.48,3,0,"AutoCAD, Surveying",0,,0
S01014,Sameer,CSE,7.13,90.25,75.65,68.09,2,2,"React, ML, Python, DL",1,TCS,580329
S01015,Shreya,ECE,7.95,58.46,75.48,63.63,0,0,"MATLAB, C, Python, C++",0,,0
S01016,Priya,CIVIL,6.44,78.63,51.54,76.31,3,0,"Revit, AutoCAD",0,,0
S01017,Sneha,CSE,8.33,75.49,70.78,92.07,3,1,"React, HTML, C++, ML",1,Adobe,2696661
S01018,Rahul,IT,7.65,66.58,76.24,65.43,2,0,"Express, Java, React",0,,0
S01019,Nikhil,CIVIL,7.25,83.64,68.58,88.92,2,3,"AutoCAD, Surveying, STAAD",1,Accenture,1337230
S01020,Diya,CSE,6.79,74.02,58.89,52.38,2,1,"SQL, DL",0,,0
S01021,Aditi,ECE,6.95,60.63,88.02,75.47,1,2,"C, VLSI, Embedded, MATLAB",1,TCS,520276
S01022,Priya,CSE,9.42,68.82,96.31,62.86,3,1,"C++, CSS, DL, DataScience",1,Amazon,2239256
S01023,Shreya,CIVIL,6.85,60.51,42.18,75.73,3,3,"STAAD, Surveying, AutoCAD",0,,0
S01024,Karan,CIVIL,5.13,65.31,53.86,48.92,3,1,"Revit, AutoCAD, Surveying",0,,0
S01025,Ananya,CIVIL,6.84,77.04,73.01,54.58,2,0,"STAAD, Surveying, AutoCAD",0,,0
S01026,Aisha,IT,8.29,79.89,77.27,75.7,4,0,"HTML, Python",1,IBM,907922
S01027,Aisha,MECH,6.39,72.21,55.39,62.44,5,1,"MATLAB, SolidWorks, Python",1,Tech Mahindra,346368
S01028,Karan,MECH,7.3,62.5,71.97,66.12,2,1,"Python, MATLAB, AutoCAD, SolidWorks",1,Accenture,825695
S01029,Nikhil,CSE,8.11,73.82,67.65,92.04,2,0,"C++, CSS, DataScience",1,Accenture,1239700
S01030,Nikhil,MECH,7.62,77.23,69.26,71.65,3,0,"SolidWorks, MATLAB, AutoCAD, Python",0,,0
S01031,Aisha,CSE,6.94,50.28,70.16,80.82,3,1,"CSS, React, DataScience, SQL",1,Wipro,597339
S01032,Aditi,IT,8.15,71.16,72.65,60.89,3,1,"HTML, Java",1,Accenture,844130
S01033,Aarav,CSE,9.07,68.1,83.01,53.91,5,3,"Python, DL, Node",1,Google,2798952
S01034,Rahul,CSE,7.41,79.54,77.9,69.03,1,0,"Java, Python, Node",0,,0
S01035,Sneha,CSE,7.85,73.86,70.72,52.11,2,1,"C++, Python, React",0,,0
S01036,Sneha,ECE,6.67,74.84,77.01,61.62,0,1,"C++, Python",0,,0
S01037,Rohan,CSE,8.48,65.18,84.04,72.85,1,0,"CSS, Python, Express, Node",1,Accenture,1279243
S01038,Aarav,ECE,8.61,70.02,64.58,68.66,1,1,"Verilog, VLSI, Python",1,TCS,636888
S01039,Karan,CSE,9.14,79.44,68.99,74.01,2,1,"Node, Express, Python",1,Accenture,1129175
S01040,Nikhil,CSE,6.99,69.35,60.4,77.2,3,1,"C++, CSS, Java",1,TCS,634280
S01041,Karan,IT,7.24,71.75,69.96,55.65,0,1,"Node, SQL",0,,0
S01042,Shreya,ECE,7.82,54.64,72.44,58.7,3,0,"VLSI, Verilog, MATLAB, Embedded",1,TCS,464780
S01043,Priya,CSE,6.85,69.31,74.07,43.86,2,1,"DL, HTML, Express",0,,0
S01044,Diya,ECE,7.1,49.88,52.24,65.55,2,0,"Verilog, Embedded",0,,0
S01045,Rishabh,MECH,6.32,64.84,57.29,78.84,0,1,"SolidWorks, AutoCAD",0,,0
S01046,Riya,ECE,8.55,70.64,71.91,87.9,1,1,"Verilog, MATLAB",1,Accenture,1242952
S01047,Karan,CSE,8.33,77.67,63.01,72.29,3,0,"ML, C++, Node",1,TCS,484163
S01048,Priya,CSE,8.76,60.01,91.01,86.48,3,0,"Java, C++, DL",1,Google,2377347
S01049,Shreya,MECH,5.5,73.74,57.95,74.61,3,0,"SolidWorks, Python",0,,0
S01050,Nikhil,CSE,8.2,84.68,84.44,71.29,1,0,"Java, SQL",0,,0
S01051,Shreya,MECH,6.56,63.59,61.95,62.66,5,0,"Python, SolidWorks",0,,0
S01052,Aisha,IT,7.12,54.53,76.1,41.38,2,1,"HTML, Node, JavaScript, SQL",0,,0
S01053,Pooja,CIVIL,7.96,72.9,52.29,84.68,3,0,"Revit, Surveying, STAAD, AutoCAD",1,Infosys,330074
S01054,Sneha,ECE,8.2,58.08,62.18,69.36,1,2,"Verilog, C, Embedded, VLSI",1,TCS,535514
S01055,Shreya,CIVIL,6.32,61.81,68.19,86.66,2,1,"STAAD, Revit, AutoCAD",0,,0
S01056,Sneha,IT,8.34,79.23,83.51,58.6,3,1,"Python, Express",1,IBM,844799
S01057,Amit,ECE,6.35,88.77,65.34,99.15,3,0,"C++, VLSI, Python, C",0,,0
S01058,Nikhil,IT,8.26,59.99,75.42,67.01,3,1,"Node, Java, CSS, React",1,Accenture,715548
S01059,Aarav,IT,6.74,62.63,79.58,61.69,2,1,"React, Python",0,,0
S01060,Vihaan,ECE,6.83,65.6,87.95,67.43,2,1,"C, VLSI, Embedded",1,TCS,560425
S01061,Ananya,MECH,8.34,64.52,71.04,72.05,6,1,"Python, MATLAB, SolidWorks",1,Adobe,2883823
S01062,Aisha,CIVIL,8.09,89.33,60.65,69.16,2,2,"Revit, STAAD",1,TCS,400363
S01063,Neha,ECE,8.01,64.69,84.78,63.82,1,2,"Verilog, Python, C++, MATLAB",1,IBM,1212401
S01064,Karan,IT,7.8,66.12,72.45,48.36,2,1,"CSS, JavaScript",0,,0
S01065,Vikram,IT,6.24,86.16,74.17,60.35,2,2,"Node, SQL, HTML, JavaScript",1,Tech Mahindra,334482
S01066,Riya,ECE,8.06,75.77,79.46,82.89,1,2,"Python, VLSI",1,Amazon,3424029
S01067,Priya,CSE,8.2,79.86,72.59,59.44,3,0,"C++, Express, SQL, DataScience",0,,0
S01068,Rahul,CSE,6.22,60.94,73.05,49.4,3,1,"ML, Express, HTML, DL",0,,0
S01069,Ananya,IT,7.36,64.7,71.87,57.33,2,1,"Python, Java, Express",1,Accenture,877225
S01070,Priya,CSE,8.29,59.6,97.86,68.94,6,1,"Java, ML",1,Amazon,3114631
S01071,Amit,CSE,7.9,78.01,75.83,60.89,3,2,"Node, React",1,Adobe,3180343
S01072,Aarav,CSE,7.59,82.25,79.24,66.64,3,1,"DL, DataScience, Express, CSS",1,Accenture,1032831
S01073,Karan,CSE,7.14,64.0,79.2,60.42,3,0,"Java, ML, CSS, Node",0,,0
S01074,Priya,CSE,8.16,66.36,80.1,82.12,3,1,"Java, C++",1,Amazon,2211167
S01075,Priya,CIVIL,7.37,66.8,64.34,75.89,0,2,"AutoCAD, Revit, STAAD",0,,0
S01076,Karan,IT,6.18,54.53,81.37,96.62,3,2,"Express, SQL, Python",1,Infosys,306901
S01077,Riya,IT,7.06,63.26,64.04,65.42,5,0,"React, SQL",0,,0
S01078,Amit,ECE,6.52,77.73,74.34,66.58,1,1,"Python, Embedded, C",0,,0
S01079,Aarav,CSE,7.62,61.25,61.18,84.2,3,0,"Node, SQL",0,,0
S01080,Nikhil,CIVIL,7.38,70.93,45.6,74.69,3,2,"Surveying, AutoCAD, Revit",1,Tech Mahindra,323115
S01081,Priya,ECE,7.51,56.92,72.38,58.7,2,2,"MATLAB, C++, C, VLSI",1,Accenture,919365
S01082,Rahul,CSE,8.51,68.56,95.82,76.68,5,1,"CSS, C++",1,Microsoft,3374804
S01083,Sneha,IT,6.51,64.37,74.48,74.76,0,1,"Express, SQL, React",0,,0
S01084,Sneha,MECH,6.88,57.78,69.34,48.47,2,2,"Python, MATLAB, AutoCAD, SolidWorks",1,TCS,436080
S01085,Aditi,CIVIL,7.17,77.9,56.47,62.18,4,0,"AutoCAD, Surveying, STAAD",0,,0
S01086,Pooja,IT,7.25,78.47,63.84,72.28,2,2,"Node, Java",1,TCS,503366
S01087,Vikram,ECE,8.19,60.3,74.59,87.36,3,0,"MATLAB, C, Python, Embedded",1,IBM,891434
S01088,Pooja,CSE,8.53,67.84,74.9,78.38,3,1,"DL, HTML, SQL",1,Adobe,2053782
S01089,Neha,CIVIL,6.47,70.44,49.22,63.23,1,1,"STAAD, Revit, Surveying",0,,0
S01090,Karan,CSE,8.09,51.85,67.6,61.5,2,2,"React, ML, DataScience, DL",1,Accenture,846535
S01091,Priya,CIVIL,8.48,56.03,46.92,79.57,6,0,"STAAD, Surveying, AutoCAD, Revit",0,,0
S01092,Aditi,ECE,7.62,82.86,85.67,40.88,2,0,"Verilog, Embedded, MATLAB, C++",1,TCS,568796
S01093,Rohan,ECE,7.88,59.35,71.76,60.31,3,1,"Embedded, C",1,Accenture,1056755
S01094,Rahul,IT,6.83,82.58,61.18,86.91,2,1,"JavaScript, Express, HTML, Node",1,TCS,468941
S01095,Rohan,CSE,8.42,56.55,93.06,73.56,4,0,"Java, Node, Express",1,Adobe,3028470
S01096,Neha,CSE,7.45,76.59,66.61,60.9,6,1,"C++, Express, Python",1,TCS,563815
S01097,Pooja,CSE,5.83,66.89,68.19,55.57,1,0,"React, Java",0,,0
S01098,Aditi,CSE,7.71,68.29,93.99,80.08,3,2,"HTML, Python, SQL, ML",1,Deloitte,867744
S01099,Vihaan,ECE,7.94,88.56,73.05,70.93,4,1,"MATLAB, VLSI, Embedded, C",1,Accenture,1154700
S01100,Rahul,IT,7.28,57.46,69.17,67.38,4,0,"SQL, Python",1,Infosys,509150
S01101,Aditi,CSE,8.92,75.95,80.01,74.49,2,1,"DL, ML",1,Google,2136444
S01102,Karan,CIVIL,5.32,75.53,53.26,71.98,2,0,"STAAD, AutoCAD",0,,0
S01103,Vihaan,MECH,6.41,100.0,59.54,71.05,2,1,"MATLAB, Python",1,Wipro,395069
S01104,Neha,CIVIL,7.45,59.23,58.93,54.11,3,1,"Surveying, STAAD, AutoCAD",0,,0
S01105,Sameer,CIVIL,6.94,63.74,73.13,57.68,6,1,"AutoCAD, Surveying, Revit",0,,0
S01106,Pooja,CSE,7.24,78.16,96.64,78.98,3,1,"SQL, DataScience",1,Accenture,1089362
S01107,Vikram,IT,7.06,68.0,75.89,76.71,1,2,"HTML, Node, JavaScript",1,Tech Mahindra,439254
S01108,Vihaan,ECE,7.18,65.37,71.23,74.59,0,1,"MATLAB, VLSI",1,TCS,536400
S01109,Vikram,ECE,7.76,79.58,74.34,62.96,5,1,"C++, MATLAB",1,Accenture,1276911
S01110,Ananya,CSE,7.2,67.33,66.77,79.18,2,0,"Java, Express, Node, ML",0,,0
S01111,Neha,MECH,9.1,61.08,60.16,65.55,3,2,"SolidWorks, AutoCAD, MATLAB",1,TCS,541139
S01112,Priya,CSE,8.36,77.26,61.92,85.62,3,1,"Express, DataScience",1,TCS,513498
S01113,Sneha,CSE,7.58,73.75,76.73,61.04,4,1,"SQL, DataScience, C++, Python",1,HCL,432162
S01114,Rahul,IT,7.98,66.87,47.78,63.7,2,3,"Express, HTML",1,Infosys,442816
S01115,Sameer,IT,7.73,66.4,63.5,68.18,2,0,"Express, Python, SQL, Node",0,,0
S01116,Karan,IT,7.86,60.85,64.64,80.17,5,0,"Java, CSS, React, Node",1,Tech Mahindra,602573
S01117,Amit,CSE,7.12,77.25,75.26,69.58,3,1,"SQL, Java, Node",1,Wipro,486628
S01118,Sameer,MECH,6.26,66.4,60.24,70.45,1,1,"MATLAB, AutoCAD, SolidWorks",0,,0
S01119,Aditi,CSE,6.85,62.3,59.67,65.3,1,1,"Express, React, DataScience",0,,0
S01120,Aditi,CSE,8.61,57.14,65.04,73.22,2,1,"ML, Java",1,Accenture,1279189
S01121,Aisha,MECH,6.96,73.92,72.53,69.15,6,2,"AutoCAD, MATLAB",1,TCS,487847
S01122,Sameer,CIVIL,6.51,64.91,51.75,60.59,2,2,"Surveying, Revit, STAAD, AutoCAD",0,,0
S01123,Rishabh,MECH,7.28,49.87,76.18,71.53,4,2,"MATLAB, SolidWorks, AutoCAD, Python",1,Accenture,714630
S01124,Karan,MECH,6.16,57.97,63.5,71.81,1,1,"MATLAB, Python, AutoCAD, SolidWorks",0,,0
S01125,Vikram,ECE,6.01,67.66,66.07,98.2,1,1,"Embedded, C, C++",1,TCS,359444
S01126,Aarav,IT,7.63,67.94,66.45,62.67,4,2,"SQL, CSS",1,Accenture,1040689
S01127,Sameer,CSE,7.43,67.56,63.92,59.93,4,0,"Express, SQL",0,,0
S01128,Rahul,IT,7.66,66.17,85.56,73.35,1,2,"HTML, Express",1,Accenture,1060219
S01129,Sneha,IT,6.72,55.24,68.77,58.09,2,1,"React, Python, Node",0,,0
S01130,Shreya,CSE,8.2,61.25,90.12,57.12,3,2,"C++, Java",1,Microsoft,2159551
S01131,Sameer,ECE,6.21,81.84,68.31,52.76,1,2,"Verilog, VLSI",1,Infosys,320155
S01132,Ananya,IT,7.83,80.36,73.98,60.71,5,1,"Express, Java, JavaScript",1,Accenture,1367737
S01133,Priya,CSE,5.82,75.78,83.01,61.0,2,0,"Java, C++",0,,0
S01134,Amit,CSE,9.02,74.9,79.17,54.6,2,3,"HTML, Python",1,Amazon,2948772
S01135,Rishabh,ECE,6.58,79.05,64.87,67.0,1,1,"C, C++",0,,0
S01136,Priya,CSE,9.22,58.79,87.1,41.61,0,1,"Express, React, Java, DataScience",0,,0
S01137,Shreya,MECH,7.61,70.33,68.56,75.9,2,3,"AutoCAD, MATLAB",1,Accenture,767815
S01138,Nikhil,IT,7.07,58.8,72.99,63.32,1,3,"Java, React",1,TCS,474447
S01139,Vikram,IT,7.54,58.97,80.5,65.08,3,0,"CSS, React",0,,0
S01140,Sameer,IT,8.81,73.68,86.18,77.04,3,0,"Java, Python, JavaScript",1,Amazon,2996400
S01141,Aarav,MECH,5.96,79.47,67.24,74.46,0,0,"MATLAB, AutoCAD, Python",0,,0
S01142,Neha,CSE,8.39,68.06,84.19,62.44,3,1,"C++, HTML, DL",1,Microsoft,3186972
S01143,Shreya,ECE,6.9,86.49,99.14,75.42,4,1,"Verilog, MATLAB",1,TCS,388594
S01144,Sneha,IT,6.58,72.12,64.17,88.59,2,0,"Node, JavaScript, Python, HTML",0,,0
S01145,Aditi,CSE,7.99,62.23,99.17,57.85,6,0,"Python, HTML, Express",1,Adobe,2907388
S01146,Aarav,MECH,6.43,59.13,62.34,79.05,1,1,"AutoCAD, MATLAB, Python, SolidWorks",0,,0
S01147,Pooja,ECE,8.26,80.18,69.82,56.64,2,0,"VLSI, C++, Python",1,TCS,488907
S01148,Aisha,ECE,7.13,71.28,75.66,84.11,2,2,"C, MATLAB, Python, Embedded",1,TCS,553663
S01149,Sameer,MECH,7.32,76.76,75.3,61.46,6,1,"Python, AutoCAD, SolidWorks, MATLAB",1,Accenture,943012
S01150,Pooja,MECH,8.13,43.42,68.07,61.0,2,2,"Python, MATLAB",1,Deloitte,707097
S01151,Priya,ECE,7.63,72.45,72.14,83.79,2,2,"Verilog, Embedded",1,Accenture,876793
S01152,Nikhil,MECH,7.49,64.88,65.55,78.66,4,1,"AutoCAD, SolidWorks, MATLAB",1,Accenture,796668
S01153,Priya,ECE,7.4,56.06,81.97,61.85,5,1,"VLSI, C++, Verilog",1,Accenture,956004
S01154,Karan,ECE,8.61,69.37,54.92,71.53,5,3,"VLSI, C, Embedded, Verilog",1,HCL,323459
S01155,Vikram,ECE,7.41,80.92,63.11,61.48,3,2,"MATLAB, VLSI",1,TCS,603801
S01156,Karan,ECE,7.15,92.66,74.03,50.89,3,2,"Python, VLSI",1,TCS,438336
S01157,Vikram,CSE,8.34,72.42,76.88,72.27,2,1,"C++, SQL, Python, HTML",1,IBM,1152501
S01158,Diya,MECH,5.57,62.91,55.35,65.72,3,1,"Python, SolidWorks",0,,0
S01159,Rohan,MECH,7.82,62.3,37.6,58.65,2,2,"MATLAB, AutoCAD",0,,0
S01160,Pooja,CSE,8.75,79.63,83.21,85.66,3,2,"ML, Python",1,Amazon,3005075
S01161,Amit,MECH,8.15,60.03,63.01,59.06,2,1,"Python, AutoCAD, SolidWorks",0,,0
S01162,Sneha,CSE,6.15,76.22,82.3,71.73,4,0,"C++, SQL",1,HCL,444339
S01163,Nikhil,CSE,8.82,72.94,87.25,82.96,1,0,"Express, C++, ML",1,Deloitte,1315227
S01164,Karan,ECE,6.87,71.83,70.87,66.93,3,1,"C++, Embedded",1,TCS,635543
S01165,Rishabh,CSE,7.37,54.32,69.81,61.19,3,0,"HTML, CSS, Java",0,,0
S01166,Nikhil,MECH,7.86,66.43,53.02,73.57,2,0,"Python, AutoCAD",0,,0
S01167,Diya,MECH,6.38,55.42,53.96,75.47,0,0,"SolidWorks, Python",0,,0
S01168,Karan,IT,6.41,64.12,76.46,80.52,1,0,"SQL, Java, Python",0,,0
S01169,Riya,CSE,8.73,79.17,76.15,92.45,6,2,"Express, C++",1,Amazon,1582054
S01170,Aisha,CSE,6.6,82.31,86.4,64.51,5,0,"React, DL, Java, SQL",1,TCS,583118
S01171,Aarav,ECE,8.75,72.14,63.54,72.35,1,2,"MATLAB, C++",1,TCS,522910
S01172,Aditi,CIVIL,6.62,64.3,65.16,54.77,2,0,"Revit, STAAD, Surveying",0,,0
S01173,Amit,ECE,8.7,85.88,64.8,78.0,2,2,"C++, C",1,TCS,644573
S01174,Rishabh,CSE,6.73,64.16,84.31,72.2,2,2,"CSS, DataScience",1,TCS,584205
S01175,Amit,ECE,8.04,58.64,70.06,67.86,2,2,"VLSI, Verilog, Embedded, Python",1,IBM,1161325
S01176,Sneha,IT,7.15,76.96,84.94,62.58,5,2,"Python, React, HTML, JavaScript",1,TCS,530454
S01177,Sameer,ECE,7.82,74.58,62.32,65.82,5,1,"Embedded, Verilog",1,TCS,599512
S01178,Riya,CSE,7.84,64.57,64.48,72.84,0,3,"ML, SQL, C++, Node",1,HCL,508812
S01179,Sneha,ECE,7.95,71.0,67.38,58.41,3,0,"Python, C++, C, Verilog",0,,0
S01180,Aarav,IT,7.25,74.42,74.67,66.31,1,3,"Node, JavaScript, CSS, Express",1,Accenture,1326341
S01181,Rohan,CIVIL,7.03,72.04,68.95,70.2,3,1,"Surveying, Revit, AutoCAD, STAAD",1,TCS,379266
S01182,Pooja,CSE,8.27,74.59,76.44,51.52,4,0,"DataScience, ML, DL",1,IBM,1154453
S01183,Aditi,ECE,8.01,64.94,74.01,57.38,3,2,"MATLAB, C, VLSI, C++",1,Adobe,1861582
S01184,Karan,CIVIL,6.66,75.26,58.75,62.08,2,2,"AutoCAD, STAAD",0,,0
S01185,Vihaan,CSE,7.68,70.18,83.05,88.82,6,0,"Java, Node, CSS, SQL",1,Accenture,1063695
S01186,Vikram,CIVIL,6.71,65.28,56.1,60.03,3,2,"Revit, Surveying, AutoCAD, STAAD",1,TCS,364161
S01187,Rahul,ECE,8.98,67.54,79.4,69.33,2,0,"MATLAB, VLSI, C++",1,Accenture,1093872
S01188,Neha,CSE,7.19,69.02,83.71,57.51,2,0,"Python, Express, CSS, React",1,TCS,492969
S01189,Ananya,CSE,7.89,55.55,81.92,60.68,3,2,"React, Java",1,Adobe,2534146
S01190,Rohan,ECE,7.51,63.63,81.9,52.71,0,0,"Verilog, MATLAB, VLSI",0,,0
S01191,Sneha,CSE,8.08,70.65,77.38,78.04,1,0,"ML, DataScience",0,,0
S01192,Nikhil,IT,8.43,56.49,77.33,54.09,4,3,"Python, HTML, Express",1,Amazon,2663524
S01193,Rishabh,CSE,7.9,63.8,81.14,80.88,0,1,"ML, CSS",1,Deloitte,711745
S01194,Rohan,ECE,7.33,93.85,70.09,75.61,3,1,"VLSI, C++, Embedded, Python",1,TCS,445655
S01195,Rishabh,CSE,7.33,58.71,70.49,69.1,2,1,"Node, HTML, ML, Express",1,Accenture,821898
S01196,Rohan,MECH,6.3,66.16,51.08,81.28,4,1,"MATLAB, AutoCAD",0,,0
S01197,Sneha,CIVIL,6.3,61.66,58.26,100.0,4,2,"Revit, Surveying, AutoCAD",1,TCS,373855
S01198,Riya,CIVIL,7.08,68.83,57.29,75.73,6,1,"Surveying, AutoCAD, Revit, STAAD",1,TCS,440342
S01199,Priya,ECE,5.52,61.85,85.75,56.56,1,2,"MATLAB, Verilog",1,HCL,305301
S01200,Shreya,CSE,8.67,67.57,82.46,87.87,2,0,"DL, Java",1,Accenture,1096863
S01201,Riya,ECE,8.93,62.81,60.23,72.23,3,1,"VLSI, Python, Embedded, Verilog",1,TCS,492128
S01202,Vikram,CSE,9.31,80.55,68.35,95.33,5,1,"C++, ML, CSS",1,Deloitte,756616
S01203,Vikram,CSE,7.99,70.82,65.26,63.93,2,1,"React, C++, HTML",1,Accenture,1267521
S01204,Vihaan,CSE,7.81,59.97,81.86,85.38,1,0,"Python, Node, DL",0,,0
S01205,Pooja,IT,7.48,78.41,82.14,70.0,2,3,"React, Python, JavaScript",1,Accenture,964953
S01206,Aisha,ECE,7.48,60.42,64.78,100.0,2,0,"VLSI, Embedded",0,,0
S01207,Nikhil,ECE,6.95,54.36,78.11,66.62,3,0,"VLSI, C++",1,TCS,506698
S01208,Rohan,IT,7.08,69.97,84.15,100.0,3,0,"JavaScript, HTML, Node, Java",1,Tech Mahindra,496176
S01209,Diya,CSE,8.78,89.07,61.31,75.28,1,2,"Java, Express, C++",1,TCS,423123
S01210,Amit,CIVIL,7.91,51.72,80.6,80.16,3,0,"Revit, AutoCAD, Surveying",1,Accenture,821833
S01211,Aditi,IT,7.8,56.69,80.99,90.4,3,3,"SQL, CSS, Java",1,Adobe,1580857
S01212,Nikhil,IT,8.43,77.53,72.25,60.55,2,3,"HTML, Python, Node, React",1,Accenture,886845
S01213,Shreya,CSE,7.95,63.58,64.86,81.63,3,0,"C++, CSS",0,,0
S01214,Sneha,ECE,7.51,76.12,74.98,66.49,3,1,"C, VLSI, Verilog",1,Accenture,1070753
S01215,Rahul,ECE,7.81,61.63,80.65,71.81,2,0,"Python, Embedded, Verilog",0,,0
S01216,Diya,CSE,7.18,71.42,72.67,71.0,5,1,"C++, Express, Node, React",1,TCS,530799
S01217,Sameer,CSE,9.32,87.44,76.5,76.87,1,1,"HTML, C++, DataScience",1,IBM,1309664
S01218,Amit,ECE,7.56,58.05,69.33,76.36,5,2,"MATLAB, VLSI",1,Accenture,1340484
S01219,Priya,ECE,6.74,80.24,86.24,63.1,3,0,"Verilog, C, C++",0,,0
S01220,Rahul,CSE,7.38,76.8,66.73,71.5,3,3,"DL, DataScience, SQL",1,Accenture,804929
S01221,Aisha,CIVIL,6.64,55.11,39.98,41.99,1,3,"Surveying, STAAD, Revit, AutoCAD",0,,0
S01222,Rishabh,CSE,7.28,75.59,68.32,81.88,5,1,"Node, Express, Java",1,Accenture,816246
S01223,Shreya,IT,8.09,70.73,68.27,90.33,2,1,"Express, HTML, SQL, Python",1,Deloitte,1028205
S01224,Vihaan,CIVIL,7.71,70.91,73.98,72.29,3,1,"STAAD, Revit",1,Accenture,1204053
S01225,Riya,IT,8.22,73.37,72.85,50.73,4,0,"Java, React",1,Accenture,1104570
S01226,Rohan,ECE,7.51,66.5,54.75,78.92,2,2,"VLSI, C",1,Infosys,306900
S01227,Sameer,IT,7.49,70.7,66.4,60.83,5,1,"JavaScript, Express",1,Accenture,890473
S01228,Shreya,CSE,8.36,72.41,100.0,72.19,3,0,"Express, Java",1,Amazon,2669457
S01229,Amit,CIVIL,7.4,77.46,40.09,78.23,3,1,"Surveying, Revit",0,,0
S01230,Neha,IT,7.31,54.73,76.22,76.56,5,0,"Python, React, CSS, HTML",1,Accenture,1289661
S01231,Rishabh,MECH,7.17,82.91,57.69,82.97,3,1,"SolidWorks, Python, MATLAB, AutoCAD",1,TCS,489019
S01232,Aarav,CSE,8.0,58.45,65.57,71.76,2,1,"HTML, React",0,,0
S01233,Vikram,CSE,7.04,77.62,84.46,72.08,3,1,"C++, React",1,TCS,526643
S01234,Rahul,CSE,6.99,70.79,83.38,78.84,3,1,"Express, Python, DL, React",1,TCS,598063
S01235,Aditi,ECE,6.3,57.19,87.65,69.14,1,2,"Python, C++",1,Wipro,442541
S01236,Diya,IT,6.98,75.28,72.76,61.75,1,1,"Java, JavaScript",0,,0
S01237,Priya,MECH,7.36,60.55,59.35,75.42,0,2,"Python, MATLAB",1,TCS,451905
S01238,Karan,IT,7.71,80.69,80.75,56.45,1,1,"CSS, SQL, HTML",1,Accenture,899812
S01239,Karan,CIVIL,7.77,62.89,67.91,69.03,3,0,"Surveying, Revit",0,,0
S01240,Diya,CSE,7.66,55.05,76.53,53.47,0,0,"Express, SQL, Java",0,,0
