student_id,name,branch,cgpa,avg_test_score,technical_score,aptitude_score,num_projects,num_internships,skills,placed,company,salary
S1302,Nikhil,ECE,8.89,62.05,56.7,54.46,2,2,"Verilog, VLSI, C++",1,Infosys,421389
S0132,Aisha,CIVIL,8.95,64.62,56.84,88.0,3,2,"STAAD, Surveying, Revit",1,Wipro,533340
S0526,Nikhil,MECH,8.26,82.85,78.96,46.81,4,1,"MATLAB, AutoCAD, Python",1,Wipro,409888
S1067,Rahul,CIVIL,7.99,55.3,83.28,71.62,1,0,"Revit, Surveying, STAAD",0,,0
S0159,Nikhil,CSE,8.73,66.24,75.59,58.92,3,2,"Python, DataScience, DL",1,Infosys,455954
S0491,Aarav,CSE,7.95,69.56,70.5,72.83,5,1,"DL, SQL, C++",1,Wipro,544776
S0522,Isha,CSE,7.59,85.35,72.67,54.4,3,2,"Python, DataScience, SQL",0,,0
S0281,Nikhil,CIVIL,8.05,91.58,67.31,86.02,4,0,"Revit, STAAD, Surveying",1,Infosys,506960
S1480,Diya,MECH,8.0,80.97,66.24,60.96,1,1,"Python, AutoCAD, MATLAB",0,,0
S1264,Aarav,ECE,8.05,72.16,94.02,60.32,3,1,"VLSI, Verilog, C++",1,Infosys,391014
S0020,Karan,MECH,6.26,55.77,59.71,65.57,3,2,"Python, MATLAB, SolidWorks",0,,0
S0075,Ananya,CSE,8.22,61.41,93.87,80.53,2,1,"DL, C++, Python",1,TCS,599839
S0458,Diya,CIVIL,8.79,65.42,69.31,78.97,3,2,"AutoCAD, Revit, Surveying",1,Infosys,365114
S1761,Diya,MECH,7.24,89.01,86.24,75.34,3,2,"AutoCAD, SolidWorks, MATLAB",1,Infosys,403920
S0505,Nikhil,CIVIL,9.1,64.68,88.35,67.67,3,0,"Surveying, AutoCAD, STAAD",1,HCL,425917
S0253,Rohan,ECE,8.49,94.03,69.3,66.16,3,1,"Verilog, C++, VLSI",0,,0
S0978,Diya,ECE,7.93,69.79,71.46,67.47,3,1,"Embedded, C++, VLSI",0,,0
S0405,Priya,ECE,8.61,67.59,81.18,71.03,2,1,"Embedded, VLSI, C++",1,Infosys,545966
S1483,Aarav,CSE,7.14,78.15,82.07,45.11,3,1,"DL, C++, ML",0,,0
S0023,Priya,CSE,5.98,75.61,85.25,63.28,3,1,"C++, Python, ML",0,,0
S0785,Aisha,CSE,7.7,61.41,82.73,53.12,5,0,"ML, DataScience, Python",0,,0
S1974,Nikhil,CIVIL,7.96,64.11,60.86,53.48,4,2,"Surveying, Revit, AutoCAD",1,HCL,438066
S0524,Nikhil,ECE,7.29,75.89,72.92,44.07,2,0,"Verilog, C++, Embedded",1,Wipro,598937
S1639,Rohan,CIVIL,6.7,71.34,70.14,83.12,3,1,"Surveying, Revit, AutoCAD",0,,0
S0966,Isha,CSE,8.33,74.56,76.56,53.97,3,0,"ML, SQL, C++",1,Infosys,466837
S1452,Rohan,CIVIL,6.09,82.12,72.17,59.96,2,1,"AutoCAD, Surveying, STAAD",0,,0
S0697,Aarav,ECE,6.93,59.41,71.13,55.02,2,1,"Embedded, VLSI, Verilog",0,,0
S1329,Rahul,CSE,7.57,60.99,96.72,63.88,5,1,"DataScience, DL, ML",1,Wipro,467001
S0881,Rahul,ECE,7.19,73.14,65.65,84.61,3,2,"C, Verilog, C++",0,,0
S1255,Isha,ECE,7.4,85.55,71.78,64.64,3,1,"Embedded, VLSI, C++",0,,0
S1681,Diya,MECH,6.77,62.13,68.04,77.09,2,1,"AutoCAD, MATLAB, SolidWorks",1,Infosys,402132
S0141,Karan,ECE,8.27,75.67,74.12,67.96,5,0,"VLSI, C, C++",1,Infosys,546331
S0806,Nikhil,ECE,6.41,64.62,66.56,55.26,3,1,"C, C++, VLSI",0,,0
S0671,Isha,CSE,9.23,67.66,94.94,79.51,3,0,"DL, Python, SQL",1,HCL,452681
S0979,Nikhil,IT,6.75,60.52,57.88,61.39,2,2,"HTML, Java, React",1,TCS,503659
S1587,Aarav,CSE,9.14,67.24,86.47,87.72,3,0,"DataScience, C++, DL",1,Wipro,371438
S1447,Aisha,IT,9.11,86.37,60.02,89.38,3,1,"CSS, HTML, Java",0,,0
S1673,Nikhil,IT,8.0,51.08,49.64,70.66,2,1,"HTML, Java, CSS",0,,0
S0090,Priya,ECE,6.74,71.44,90.54,78.99,4,1,"Verilog, VLSI, C",0,,0
S1429,Ananya,ECE,8.23,52.36,52.97,70.73,4,2,"C, C++, VLSI",1,TCS,375407
S0032,Nikhil,IT,7.89,60.37,100.0,57.0,1,1,"React, HTML, Node",1,Infosys,534830
S0562,Isha,CSE,7.86,72.77,74.47,63.09,3,1,"C++, Python, ML",1,Wipro,481635
S0181,Nikhil,CIVIL,7.19,67.6,54.3,64.45,2,0,"STAAD, Surveying, Revit",0,,0
S0838,Aarav,ECE,8.33,65.13,73.33,82.75,1,1,"VLSI, C, C++",0,,0
S0701,Karan,ECE,5.81,66.68,79.13,62.28,3,0,"VLSI, C, Embedded",1,TCS,419177
S1271,Aisha,CSE,7.73,60.07,67.95,80.6,3,1,"ML, C++, Python",1,HCL,544714
S0427,Karan,MECH,8.79,84.93,72.2,63.46,3,2,"Python, AutoCAD, MATLAB",1,TCS,364939
S1297,Karan,MECH,7.71,58.02,83.78,66.82,3,1,"SolidWorks, MATLAB, Python",0,,0
S1446,Isha,MECH,6.93,77.65,87.93,59.83,5,2,"AutoCAD, MATLAB, SolidWorks",0,,0
S1671,Rohan,CIVIL,8.41,64.0,97.09,69.95,4,0,"Surveying, STAAD, Revit",1,TCS,538127
S0686,Nikhil,MECH,7.04,78.6,79.2,68.49,1,2,"AutoCAD, MATLAB, SolidWorks",0,,0
S1308,Diya,CIVIL,8.12,85.17,79.07,72.91,3,1,"Revit, AutoCAD, Surveying",1,TCS,463084
S1017,Diya,ECE,7.27,77.49,73.47,62.85,4,1,"Verilog, Embedded, VLSI",0,,0
S0585,Karan,CSE,5.82,68.24,61.78,63.36,5,0,"ML, DataScience, DL",1,Infosys,565120
S1059,Rahul,IT,6.66,65.09,82.94,76.3,4,1,"React, Express, Node",1,Infosys,486942
S1008,Aisha,MECH,6.97,76.31,63.68,53.18,3,0,"MATLAB, AutoCAD, Python",1,Wipro,417706
S1752,Rohan,ECE,7.13,68.25,67.52,64.53,2,0,"C++, Verilog, VLSI",0,,0
S0049,Nikhil,IT,7.07,72.03,76.21,47.05,1,1,"CSS, HTML, Express",1,Wipro,478290
S0771,Karan,CIVIL,5.68,60.11,58.69,76.94,3,1,"AutoCAD, Revit, Surveying",1,HCL,538301
S1787,Aisha,CIVIL,7.27,77.42,92.22,65.86,5,2,"AutoCAD, Revit, Surveying",1,Wipro,544514
S1117,Diya,MECH,6.89,61.05,97.03,62.78,2,1,"SolidWorks, MATLAB, AutoCAD",1,Wipro,523202
S0795,Karan,IT,9.1,68.36,66.99,57.69,4,0,"React, Express, Java",0,,0
S0419,Isha,ECE,7.53,67.88,93.31,65.22,3,1,"VLSI, C++, C",0,,0
S1417,Rohan,IT,6.58,80.1,53.8,46.3,5,1,"Express, HTML, CSS",0,,0
S1807,Isha,MECH,6.49,65.24,74.81,61.66,1,0,"SolidWorks, Python, MATLAB",0,,0
S1995,Nikhil,CIVIL,8.38,72.17,74.78,73.86,4,1,"STAAD, Surveying, Revit",1,HCL,354898
S1997,Rahul,CSE,7.07,95.0,82.9,78.42,2,1,"DL, ML, Python",0,,0
S1936,Diya,CIVIL,6.32,75.25,73.47,69.8,2,1,"Revit, STAAD, AutoCAD",1,Wipro,400739
S0267,Rohan,CIVIL,8.45,63.43,77.44,82.05,3,0,"Surveying, Revit, STAAD",1,TCS,356211
S0193,Rahul,ECE,7.09,64.94,72.01,72.93,3,1,"C, Embedded, VLSI",1,HCL,401647
S0950,Diya,MECH,6.4,62.95,72.95,91.9,3,0,"SolidWorks, AutoCAD, Python",1,TCS,500784
S1312,Rahul,ECE,7.85,79.37,75.86,74.63,3,1,"Embedded, VLSI, C",0,,0
S0071,Karan,MECH,6.57,47.17,78.9,67.95,3,0,"SolidWorks, Python, MATLAB",1,HCL,436250
S1301,Rohan,MECH,7.4,73.74,74.6,95.0,5,1,"AutoCAD, Python, MATLAB",0,,0
S0528,Aisha,MECH,8.33,59.76,97.07,74.46,2,1,"AutoCAD, SolidWorks, MATLAB",1,TCS,587654
S1924,Diya,ECE,6.98,54.88,90.44,80.79,3,1,"C, C++, Embedded",1,TCS,377367
S1362,Aarav,CIVIL,6.35,65.84,64.84,76.29,3,0,"Surveying, AutoCAD, Revit",1,HCL,599286
S0587,Nikhil,IT,8.23,70.5,52.39,61.04,2,1,"HTML, Java, Express",0,,0
S1618,Isha,MECH,6.06,70.82,48.54,63.37,4,1,"MATLAB, AutoCAD, Python",1,HCL,400470
S0583,Isha,CIVIL,7.62,65.55,53.11,82.32,2,0,"Surveying, AutoCAD, Revit",1,TCS,547579
S0823,Rohan,ECE,8.75,74.0,68.76,73.98,3,1,"Embedded, C, C++",0,,0
S1642,Aisha,MECH,8.23,79.49,92.97,61.04,2,1,"MATLAB, SolidWorks, Python",1,HCL,364012
S1642,Aisha,MECH,8.23,79.49,92.97,61.04,2,1,"MATLAB, SolidWorks, Python",1,HCL,364012
S0126,Aarav,IT,6.93,64.36,65.04,82.54,4,1,"CSS, React, Java",1,Wipro,576395
S0684,Aarav,CSE,6.94,65.16,78.85,60.81,2,2,"DL, DataScience, C++",0,,0
S1446,Isha,MECH,6.93,77.65,87.93,59.83,5,2,"AutoCAD, MATLAB, SolidWorks",0,,0
S0406,Rahul,ECE,7.84,75.74,62.7,54.72,2,1,"VLSI, Verilog, C++",1,TCS,562825
S0682,Ananya,ECE,6.5,54.78,85.46,62.81,1,1,"Verilog, Embedded, C",0,,0
S1241,Rohan,IT,6.14,56.17,85.97,75.95,4,1,"React, Node, Express",1,Wipro,593261
S1574,Aisha,ECE,8.11,67.04,72.25,66.83,5,0,"Embedded, VLSI, C",1,HCL,407752
S1968,Nikhil,IT,7.98,76.15,75.37,63.98,4,0,"Express, HTML, CSS",0,,0
S1308,Diya,CIVIL,8.12,85.17,79.07,72.91,3,1,"Revit, AutoCAD, Surveying",1,TCS,463084
S1468,Rohan,CSE,7.23,73.02,55.91,69.3,5,2,"ML, C++, DL",0,,0
S0418,Isha,CIVIL,6.94,58.52,84.5,73.42,1,1,"Surveying, AutoCAD, Revit",0,,0
S1814,Diya,MECH,6.9,67.48,57.28,69.39,2,0,"AutoCAD, SolidWorks, Python",1,Wipro,591746
S1681,Diya,MECH,6.77,62.13,68.04,77.09,2,1,"AutoCAD, MATLAB, SolidWorks",1,Infosys,402132
S1164,Nikhil,CIVIL,7.19,70.53,71.24,75.88,5,1,"AutoCAD, Surveying, STAAD",1,TCS,555854
S0109,Priya,ECE,7.89,60.91,50.68,51.49,3,1,"Verilog, C, Embedded",0,,0
S1258,Priya,ECE,7.28,72.15,80.12,63.68,3,1,"VLSI, Embedded, C",0,,0
S1173,Priya,IT,8.7,73.22,70.66,77.93,5,0,"Express, HTML, CSS",1,HCL,485636
S1800,Priya,CIVIL,7.93,80.64,79.45,57.68,4,1,"Surveying, Revit, AutoCAD",1,Wipro,357360
S1151,Priya,ECE,8.03,70.12,95.07,75.49,5,0,"Embedded, C++, VLSI",0,,0
S0265,Ananya,ECE,7.26,68.99,80.49,73.52,2,0,"C++, VLSI, C",0,,0
S1312,Rahul,ECE,7.85,79.37,75.86,74.63,3,1,"Embedded, VLSI, C",0,,0
S0778,Aarav,ECE,7.3,66.77,73.1,66.79,1,0,"C, C++, VLSI",1,Wipro,549228
S1406,Ananya,CSE,8.8,60.79,65.88,72.64,4,2,"C++, DL, DataScience",1,Infosys,440352
S0807,Aarav,IT,7.14,55.82,92.0,64.97,2,1,"CSS, HTML, Java",1,TCS,372096
S0508,Nikhil,IT,7.87,77.88,84.17,84.34,3,0,"React, Express, CSS",1,HCL,372731
S0425,Aarav,CSE,6.39,60.26,71.72,66.09,4,1,"Python, SQL, C++",1,HCL,379489
S1422,Rahul,MECH,8.09,67.41,59.24,64.34,1,1,"AutoCAD, SolidWorks, Python",1,Wipro,365705
S1481,Nikhil,IT,5.93,71.92,74.39,73.01,3,2,"Java, CSS, Express",1,Infosys,504429
S0339,Isha,CSE,9.18,89.94,70.68,67.75,1,0,"ML, Python, SQL",0,,0
S1471,Karan,IT,8.53,61.58,59.34,61.58,3,1,"Java, Express, Node",1,Infosys,552898
S0917,Aisha,ECE,5.89,72.86,58.02,49.67,2,0,"Verilog, VLSI, C++",1,Wipro,443321
S0965,Rahul,ECE,7.18,73.72,83.4,74.87,4,2,"C, C++, Embedded",1,HCL,566218
S1004,Rohan,IT,7.98,77.76,71.56,60.68,1,1,"Express, CSS, Node",0,,0
S1734,Rahul,MECH,7.6,62.97,94.74,62.91,3,2,"SolidWorks, Python, AutoCAD",0,,0
S0239,Aarav,CSE,7.46,57.66,70.16,82.07,2,0,"DL, C++, ML",1,Wipro,406276
S0605,Priya,ECE,8.22,54.67,79.04,64.9,4,1,"C, Verilog, Embedded",0,,0
S0834,Rohan,IT,5.52,95.0,66.01,80.17,3,1,"React, Node, Java",0,,0
S0726,Priya,CIVIL,6.78,72.51,87.69,60.54,3,0,"Surveying, AutoCAD, STAAD",0,,0
S1109,Ananya,CSE,6.72,74.72,55.21,72.15,3,1,"C++, ML, DataScience",1,Infosys,526632
S1247,Ananya,ECE,6.1,95.0,76.6,60.9,2,1,"C, Verilog, VLSI",0,,0
S0280,Priya,MECH,6.98,61.4,83.66,70.35,2,1,"MATLAB, Python, AutoCAD",0,,0
S1882,Aisha,CIVIL,6.82,87.54,68.32,60.01,1,1,"Revit, STAAD, AutoCAD",0,,0
S1460,Aisha,ECE,8.8,52.61,80.99,58.86,1,1,"C++, Verilog, Embedded",0,,0
S1282,Karan,MECH,5.75,72.04,87.91,74.66,1,1,"MATLAB, AutoCAD, SolidWorks",1,TCS,397136
S1547,Diya,CIVIL,7.2,79.31,44.06,68.4,3,1,"Revit, STAAD, Surveying",1,Infosys,538520
S1954,Diya,ECE,8.37,79.51,93.23,48.74,3,0,"Embedded, C++, VLSI",0,,0
S1683,Isha,MECH,7.61,72.78,65.66,49.74,2,1,"SolidWorks, MATLAB, Python",0,,0
S1011,Diya,IT,7.09,53.87,76.2,75.4,4,1,"CSS, Express, Java",1,TCS,407875
S1718,Ananya,IT,5.65,73.89,63.72,81.28,4,1,"Java, CSS, Node",1,Wipro,458684
S1333,Ananya,MECH,8.42,64.47,87.36,62.25,2,1,"SolidWorks, AutoCAD, MATLAB",0,,0
S1482,Diya,CIVIL,5.5,58.76,52.69,61.14,3,0,"Revit, STAAD, Surveying",1,HCL,439496
S0596,Karan,ECE,7.79,53.38,81.16,56.53,3,2,"C++, VLSI, Verilog",0,,0
S1105,Aarav,CIVIL,7.94,44.36,66.01,57.37,1,0,"STAAD, Revit, Surveying",0,,0
S1840,Karan,CSE,5.52,67.56,86.34,59.64,2,1,"SQL, Python, C++",0,,0
S0552,Nikhil,CIVIL,7.45,63.56,51.3,47.78,3,1,"AutoCAD, Revit, STAAD",1,TCS,423183
S0359,Ananya,MECH,7.22,57.31,95.7,73.7,3,1,"MATLAB, Python, AutoCAD",1,Wipro,378440
S0950,Diya,MECH,6.4,62.95,72.95,91.9,3,0,"SolidWorks, AutoCAD, Python",1,TCS,500784
S0820,Diya,IT,8.25,62.97,52.9,60.48,5,1,"Node, Java, React",1,Wipro,426929
S1873,Diya,CSE,7.21,71.83,84.58,77.74,2,1,"DataScience, SQL, ML",1,Wipro,506764
S1688,Rohan,ECE,5.82,77.05,70.38,59.25,4,1,"C++, Embedded, C",0,,0
S0580,Rahul,CSE,6.34,83.03,60.47,83.6,3,1,"DL, DataScience, C++",1,Wipro,357147
S1775,Priya,CSE,7.02,77.66,54.46,95.0,3,1,"C++, DataScience, Python",1,TCS,573129
S1522,Isha,CIVIL,6.39,67.5,68.73,71.21,2,1,"Revit, Surveying, AutoCAD",1,Wipro,557712
S0589,Nikhil,IT,5.95,64.34,85.23,73.13,3,1,"React, HTML, Java",1,Wipro,557771
S1995,Nikhil,CIVIL,8.38,72.17,74.78,73.86,4,1,"STAAD, Surveying, Revit",1,HCL,354898
S1091,Karan,CIVIL,7.39,70.06,56.99,65.16,4,2,"Surveying, AutoCAD, STAAD",1,HCL,350715
S0136,Aisha,IT,9.25,62.93,86.02,61.43,4,1,"HTML, React, Java",1,HCL,424392
S1511,Isha,ECE,6.9,64.05,91.92,41.02,2,1,"Embedded, Verilog, C++",1,TCS,455952
S1087,Aarav,MECH,7.74,65.91,94.87,53.93,5,1,"MATLAB, SolidWorks, Python",0,,0
S1515,Nikhil,MECH,7.58,67.82,88.85,81.59,5,1,"SolidWorks, AutoCAD, Python",1,HCL,542509
S1731,Aarav,ECE,8.35,49.73,80.09,65.6,1,1,"C, C++, Embedded",1,Wipro,546758
S0937,Aarav,CIVIL,7.57,70.02,66.88,69.54,3,0,"Revit, AutoCAD, STAAD",1,Wipro,567921
S1861,Rahul,IT,7.83,79.05,96.05,63.46,4,1,"HTML, Express, Java",1,HCL,489225
S1731,Aarav,ECE,8.35,49.73,80.09,65.6,1,1,"C, C++, Embedded",1,Wipro,546758
S0770,Aarav,ECE,7.43,75.02,68.15,72.63,2,2,"Embedded, Verilog, C",0,,0
S0614,Aisha,IT,7.54,70.58,71.45,63.91,5,2,"HTML, Java, Express",1,HCL,408493
S1248,Nikhil,CSE,7.28,74.65,80.33,78.87,3,1,"Python, DataScience, C++",1,TCS,508054
S0718,Rahul,CSE,8.56,77.58,74.33,63.88,3,1,"DL, ML, C++",0,,0
S0238,Rahul,ECE,7.14,64.87,70.5,46.81,2,2,"VLSI, C, Verilog",1,HCL,405647
S0845,Priya,IT,7.86,86.4,86.83,70.7,3,1,"Express, Node, HTML",1,HCL,365543
S1499,Karan,MECH,7.08,62.92,76.85,67.1,4,1,"Python, SolidWorks, MATLAB",1,TCS,411454
S1682,Nikhil,ECE,8.11,80.2,62.86,70.76,5,2,"Embedded, Verilog, VLSI",0,,0
S1263,Rohan,IT,6.08,59.58,67.42,69.81,2,2,"CSS, HTML, Express",1,Wipro,457280
S1407,Diya,CSE,8.22,61.8,73.65,72.77,4,1,"DataScience, C++, SQL",1,Wipro,439812
S1309,Ananya,MECH,7.27,59.33,78.17,66.05,3,1,"SolidWorks, MATLAB, AutoCAD",0,,0
S0197,Rohan,ECE,8.41,69.08,89.97,49.02,2,1,"Verilog, C, VLSI",1,Infosys,472897
S0201,Karan,CSE,8.63,52.33,82.56,66.43,3,1,"DataScience, SQL, Python",0,,0
S0115,Priya,CIVIL,7.88,77.6,68.42,54.44,4,2,"Revit, AutoCAD, Surveying",0,,0
S0316,Nikhil,MECH,6.99,91.21,67.55,78.87,4,0,"MATLAB, AutoCAD, SolidWorks",0,,0
S1418,Diya,ECE,6.9,82.36,74.73,74.35,4,0,"C, C++, VLSI",1,TCS,372544
S0531,Isha,MECH,6.89,73.26,63.98,64.6,2,2,"MATLAB, AutoCAD, Python",1,TCS,353760
S1328,Aarav,CIVIL,5.72,85.65,77.38,57.78,2,2,"Revit, AutoCAD, Surveying",0,,0
S0319,Ananya,MECH,9.15,70.73,55.94,84.53,1,1,"SolidWorks, MATLAB, AutoCAD",1,Wipro,421499
S1879,Isha,MECH,8.43,71.8,76.55,63.18,3,1,"AutoCAD, MATLAB, Python",0,,0
S0584,Diya,CSE,6.26,62.09,72.58,51.91,4,1,"SQL, C++, DataScience",1,HCL,559383
S1422,Rahul,MECH,8.09,67.41,59.24,64.34,1,1,"AutoCAD, SolidWorks, Python",1,Wipro,365705
S0467,Diya,CSE,6.15,60.38,75.03,78.31,3,2,"DL, Python, DataScience",0,,0
S1864,Karan,ECE,5.92,84.7,89.9,66.56,1,0,"C++, Embedded, Verilog",0,,0
S1980,Diya,CSE,6.77,69.35,57.7,54.4,3,1,"DL, Python, SQL",1,HCL,415107
S1977,Aarav,CSE,8.08,65.39,70.73,78.53,4,1,"DL, SQL, Python",1,Infosys,399005
S1712,Aarav,MECH,6.7,72.35,70.23,69.03,5,2,"MATLAB, SolidWorks, AutoCAD",1,HCL,558198
S0161,Ananya,CIVIL,8.57,78.14,65.06,72.36,3,2,"Surveying, STAAD, AutoCAD",0,,0
S1230,Rahul,MECH,8.41,70.06,84.96,77.54,2,1,"Python, SolidWorks, AutoCAD",1,Wipro,413239
S0584,Diya,CSE,6.26,62.09,72.58,51.91,4,1,"SQL, C++, DataScience",1,HCL,559383
S1639,Rohan,CIVIL,6.7,71.34,70.14,83.12,3,1,"Surveying, Revit, AutoCAD",0,,0
S1579,Rahul,CIVIL,8.36,88.8,90.82,51.0,2,0,"Surveying, AutoCAD, Revit",1,TCS,561282
S1479,Priya,IT,5.5,63.39,73.75,71.38,1,1,"CSS, Java, Node",0,,0
S1150,Nikhil,CIVIL,5.83,63.8,62.76,66.67,4,1,"Surveying, STAAD, AutoCAD",1,TCS,559224
S1811,Aisha,ECE,7.95,67.63,64.23,63.49,3,2,"Embedded, C++, C",1,Wipro,569007
S1972,Aarav,MECH,6.5,60.77,81.09,67.68,3,2,"Python, SolidWorks, AutoCAD",0,,0
S1643,Rohan,ECE,8.23,53.29,63.36,51.94,3,2,"Embedded, C, VLSI",1,TCS,415610
S0086,Nikhil,CSE,6.88,66.96,76.42,62.64,3,2,"ML, DL, Python",1,Infosys,408829
S0810,Priya,ECE,8.19,69.32,76.13,86.51,4,1,"Embedded, C, VLSI",1,TCS,474343
S0284,Aarav,CIVIL,6.2,69.09,62.75,53.24,4,2,"Surveying, STAAD, Revit",0,,0
S1991,Rahul,CIVIL,9.74,53.25,73.97,53.93,5,1,"Surveying, STAAD, Revit",1,Wipro,516030
S1498,Priya,IT,9.36,76.04,86.48,62.98,4,1,"React, Java, HTML",1,Wipro,376301
S0690,Ananya,MECH,7.42,74.84,63.54,84.15,2,1,"MATLAB, AutoCAD, SolidWorks",0,,0
S0613,Rohan,IT,8.66,68.24,65.0,62.82,2,1,"CSS, Node, HTML",0,,0
S0034,Karan,MECH,6.62,63.33,63.6,70.77,3,1,"MATLAB, AutoCAD, Python",1,TCS,448183
S1268,Aisha,CIVIL,5.9,69.81,77.65,39.96,4,0,"Revit, STAAD, AutoCAD",0,,0
S1020,Karan,CSE,6.45,70.5,67.49,64.48,1,1,"C++, SQL, DL",0,,0
S1024,Nikhil,ECE,9.34,83.86,70.67,50.71,3,0,"C, Embedded, C++",1,TCS,587333
S0584,Diya,CSE,6.26,62.09,72.58,51.91,4,1,"SQL, C++, DataScience",1,HCL,559383
S0071,Karan,MECH,6.57,47.17,78.9,67.95,3,0,"SolidWorks, Python, MATLAB",1,HCL,436250
S0205,Diya,ECE,9.24,59.35,68.47,93.96,1,1,"Embedded, C++, C",1,Wipro,492556
S1515,Nikhil,MECH,7.58,67.82,88.85,81.59,5,1,"SolidWorks, AutoCAD, Python",1,HCL,542509
S1165,Karan,IT,6.72,69.38,57.02,78.61,3,0,"CSS, React, Express",1,Infosys,543828
S0694,Isha,IT,7.37,52.03,83.53,70.81,3,1,"Java, React, CSS",1,Infosys,519228
S1768,Aisha,ECE,8.29,54.62,77.27,65.48,5,1,"C++, VLSI, Embedded",1,HCL,509675
S0925,Aisha,IT,7.79,64.65,90.74,73.3,4,2,"HTML, React, CSS",1,Wipro,483586
S0942,Nikhil,CIVIL,6.32,65.59,56.35,56.14,2,1,"AutoCAD, STAAD, Revit",1,TCS,570412
S0111,Aarav,ECE,6.53,61.27,88.07,59.64,1,1,"C++, C, Verilog",1,Wipro,528836
S1212,Rohan,CIVIL,7.68,83.88,63.18,65.9,2,1,"STAAD, Surveying, Revit",1,HCL,353596
S1011,Diya,IT,7.09,53.87,76.2,75.4,4,1,"CSS, Express, Java",1,TCS,407875
S1143,Ananya,CIVIL,6.96,49.75,78.92,86.21,1,1,"STAAD, Revit, AutoCAD",1,TCS,501315
S1250,Aarav,MECH,6.61,90.73,83.73,63.13,4,2,"MATLAB, AutoCAD, SolidWorks",1,HCL,493140
S0957,Diya,ECE,8.02,54.46,56.89,72.41,3,1,"C, C++, Verilog",0,,0
S0283,Karan,CSE,6.17,62.4,77.48,67.7,4,0,"Python, ML, SQL",1,Wipro,567335
S1595,Aarav,IT,8.14,72.22,82.32,59.34,3,0,"CSS, Node, HTML",1,TCS,394450
S1055,Diya,MECH,8.1,66.64,77.14,83.14,2,0,"MATLAB, Python, SolidWorks",1,HCL,448617
S1143,Ananya,CIVIL,6.96,49.75,78.92,86.21,1,1,"STAAD, Revit, AutoCAD",1,TCS,501315
S0785,Aisha,CSE,7.7,61.41,82.73,53.12,5,0,"ML, DataScience, Python",0,,0
S1985,Isha,CIVIL,7.45,68.87,65.85,58.19,3,0,"Surveying, STAAD, Revit",0,,0
S0092,Aisha,MECH,8.2,83.18,69.84,66.34,4,1,"SolidWorks, AutoCAD, Python",0,,0
S0757,Rahul,IT,8.29,72.34,74.69,65.64,5,1,"HTML, Java, CSS",1,TCS,352702
S1522,Isha,CIVIL,6.39,67.5,68.73,71.21,2,1,"Revit, Surveying, AutoCAD",1,Wipro,557712
S0601,Rohan,IT,6.56,92.43,91.14,50.65,2,1,"Java, HTML, Express",0,,0
S0400,Isha,CSE,9.02,76.62,70.25,57.84,3,0,"SQL, C++, DL",0,,0
S1893,Diya,ECE,6.77,73.68,74.89,62.44,4,2,"C, VLSI, Embedded",1,HCL,437575
S0363,Nikhil,ECE,6.75,75.99,47.33,75.37,2,1,"C, Verilog, Embedded",1,TCS,434582
S1224,Aisha,CIVIL,6.87,65.07,77.93,86.5,2,0,"AutoCAD, STAAD, Revit",1,Infosys,512310
S0382,Ananya,IT,7.28,84.92,74.89,62.71,2,1,"CSS, HTML, Java",1,HCL,413349
S1888,Rohan,CIVIL,7.44,74.93,66.05,87.29,4,2,"Revit, Surveying, STAAD",0,,0
S1390,Priya,CSE,5.5,80.1,60.96,62.7,2,0,"DL, ML, Python",1,TCS,477988
S0729,Aarav,CIVIL,5.5,65.74,81.99,49.19,3,2,"Revit, STAAD, AutoCAD",0,,0
S0580,Rahul,CSE,6.34,83.03,60.47,83.6,3,1,"DL, DataScience, C++",1,Wipro,357147
S1164,Nikhil,CIVIL,7.19,70.53,71.24,75.88,5,1,"AutoCAD, Surveying, STAAD",1,TCS,555854
S0086,Nikhil,CSE,6.88,66.96,76.42,62.64,3,2,"ML, DL, Python",1,Infosys,408829
S1012,Ananya,IT,6.68,69.65,57.35,67.6,2,0,"React, Java, HTML",0,,0
S1209,Diya,CIVIL,8.66,65.16,76.09,57.52,4,2,"Surveying, STAAD, AutoCAD",1,Infosys,538282
S0834,Rohan,IT,5.52,95.0,66.01,80.17,3,1,"React, Node, Java",0,,0
S1343,Rahul,MECH,8.04,77.74,85.9,80.83,4,0,"AutoCAD, MATLAB, SolidWorks",1,Infosys,473290
S1283,Ananya,CSE,8.15,71.64,68.14,53.84,3,0,"Python, SQL, DataScience",0,,0
S1963,Karan,CSE,7.96,73.22,75.22,66.94,3,1,"Python, SQL, C++",1,Wipro,570955
S0129,Isha,MECH,6.87,61.33,58.44,59.73,2,2,"MATLAB, AutoCAD, Python",1,Wipro,553692
S0499,Priya,MECH,7.06,70.84,42.41,75.94,4,1,"Python, AutoCAD, MATLAB",0,,0
S0710,Rahul,CSE,6.87,60.04,84.94,86.07,5,2,"C++, Python, DL",0,,0
S1954,Diya,ECE,8.37,79.51,93.23,48.74,3,0,"Embedded, C++, VLSI",0,,0
S1896,Priya,ECE,7.22,61.28,70.34,48.47,2,1,"C++, VLSI, C",0,,0
S1927,Rahul,CIVIL,7.63,56.83,85.91,62.62,3,0,"Surveying, STAAD, Revit",1,Wipro,399669
S1911,Ananya,CIVIL,7.45,73.53,50.18,74.36,3,0,"Revit, Surveying, STAAD",0,,0
